0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.1256131,-1.9934012,-0.0911577,-0.84228265,-2.6890657,0.7305899,2.1360822,-0.4389534,-0.06076124,0.37233222,0.018888555,-1.4151485,-0.2705184,-1.5074816,-0.012554746,0.66651994,1.0151516,0.87381965,0.95918024,0.59535384,-1.9352216,0.547462,0.3542776,0.12942678,-0.8663822,-0.008284476,-1.1493384,-0.8145522,-0.44738266,1.1332277,0.8176048,-0.07051981,-1.608605,0.82004184,-1.3027607,-0.9144588,0.3015937,0.8490503,-0.46863902,0.6306988,-0.45564997,-0.245276,-0.43396282,-3.8985353,0.6350598,0.66145635,-1.6196256,-0.73079336,0.17577125,0.21057107
0.75205207,-1.4400268,-0.16594906,-0.22660445,-3.1438065,0.5420109,1.4472473,-0.6327522,0.1957275,0.9944953,0.34585416,-3.1179252,-2.4290104,-2.1128695,0.04912112,1.028044,0.734718,0.46512216,0.06817401,0.6417351,-2.7027738,0.04168876,-0.23079988,0.2146545,-1.2577324,-0.17336746,0.25846857,0.8521785,-1.1902094,-0.12387672,0.38181493,-0.6561421,-2.695687,0.8094736,-1.9679763,-1.1527972,0.26632658,0.22912489,-0.72516805,0.9855548,0.36477765,-0.6230806,0.45100823,-4.5011697,1.0183245,0.7602863,-2.3603833,-0.4141359,1.181361,-0.5701293
1.237515,-0.91006917,-0.011003258,-0.44830212,-3.582725,0.19085804,0.7810263,0.98948354,0.19595724,0.8083566,0.56961656,-3.3469045,-0.35023788,-2.4680028,-0.024743611,0.77789974,0.7565833,0.74499357,1.270955,-0.29341897,-2.6496956,-0.59749097,0.30848542,-0.08752143,-0.47042945,0.17739934,0.3369007,0.7808863,-0.36440554,1.0921952,-0.18220302,-0.44307053,-1.3087046,0.37183946,-1.2951832,-1.5689005,0.06796238,1.39275,-0.7175799,1.2618783,0.08531549,-0.009963917,-0.075025745,-4.8723,0.13174354,0.64630896,-2.0943086,-0.48670906,0.34054667,0.15889238
2.1643689,1.614172,0.58169067,0.09627546,-1.2122812,1.2784848,2.0354984,0.4344813,1.3108444,1.1623294,0.9959793,-0.42199513,-0.81568825,-1.2379178,0.8772815,0.86631584,0.9658184,0.7664844,1.8620864,0.5866892,-0.9388558,0.3488467,2.6026943,1.5730106,1.120262,0.55995804,1.0466349,1.5542822,0.5651948,2.4386694,1.5831853,-0.021081448,-1.1966244,0.7027719,-1.7515267,-0.75027347,0.8885546,2.2367392,0.361459,2.3352084,1.7610847,0.38618645,1.5839467,-1.8397357,1.4548502,1.546663,-0.3529099,0.5150119,1.2843261,0.42182526
1.9067174,1.8173645,0.79096746,-0.97758204,-0.13490368,0.49674436,2.0090346,2.046639,0.16187626,0.8350939,2.8880002,0.39128885,-0.4324711,-1.2517015,0.5116131,0.5515657,0.3170029,0.49641833,2.115371,0.2592805,-0.8391494,0.8294364,2.1470833,1.469564,1.0969956,1.0997305,-0.29398045,1.9402969,1.5046308,2.323215,0.391079,0.44234005,0.17741285,0.8095523,-0.46403787,0.15335388,0.16729568,1.6166881,0.6433837,0.8829055,0.6373199,2.071735,0.82453245,-0.7842176,1.6861265,1.9321089,-1.0397615,-0.046400145,0.40458417,-0.17659192
1.8699579,1.7648154,0.8552074,-0.4635677,1.4804912,1.3730035,2.5861201,1.8617907,0.6940503,1.0595212,0.91440517,1.3394595,1.5602105,-0.07857675,0.9352618,1.0728469,1.0085304,1.1000252,2.4788852,1.1592355,-0.05433074,1.4286944,2.1208696,1.4451604,1.1969724,1.3343772,-0.044893276,1.974203,1.9643275,2.1811202,1.6103036,1.0993052,0.34360477,1.3908528,-1.0656073,0.6616516,0.8970247,2.6611707,0.9591004,1.2282286,1.4204403,1.7493527,2.124319,1.3241835,2.2208855,1.1648958,0.2782066,-0.051597994,1.4737287,0.6879817
2.1242397,2.9067447,0.31944185,0.8015005,2.144993,1.3328601,2.5731568,1.510057,0.55375504,2.0058715,2.4822433,1.5917718,-1.2874926,0.77259684,0.93910265,1.1521573,1.0122805,1.2873075,2.190631,1.5280106,0.5966733,1.0521288,2.7150338,1.3724356,1.8099873,1.2274446,0.17535001,3.0219944,1.2346916,2.0823066,1.7796931,0.8573225,0.37123367,1.2472175,-1.4702078,1.3112442,0.333166,0.99307996,1.4276929,2.2929738,0.7289203,2.1512008,1.7033564,1.1086006,2.5355022,1.415241,0.6651903,-0.6697323,1.3511395,-0.041722003
2.1181056,1.2316511,0.7775846,0.40917373,2.9538548,0.92515707,2.289882,2.1255076,-0.1013906,1.2856418,1.9270028,1.5045042,0.283811,1.8742802,0.5135562,0.7077858,1.4108832,1.1788496,2.6449883,1.5623789,0.7605544,1.0966278,1.9128602,0.676575,1.205816,1.5279487,-0.8534026,0.374343,2.6029146,1.6461885,0.06802518,1.4224529,0.4780899,1.8211908,-2.0121934,2.0374126,0.34279788,3.5184507,1.1495324,1.4293875,-0.17848301,3.0887878,0.9430905,2.0073137,1.9630487,0.7825143,0.41725996,-0.8115244,0.7455641,0.7524788
1.6455942,0.8955902,1.1528887,0.17113528,3.2715328,-0.6196052,2.2189689,-0.6022328,0.53742033,0.3446515,0.59137857,0.9667055,0.17545068,1.6832819,0.6543462,-0.4182325,-0.35652685,0.22300611,1.0405943,1.4495623,0.59725183,0.49025717,1.0820804,1.4683478,1.3325821,1.3121259,-0.6743341,-0.61194605,1.1408124,1.3925698,0.36788407,0.5767887,0.14388224,1.675978,-2.6558387,0.86247915,0.29894733,2.6670187,0.38069892,1.4263871,0.070123196,1.9407351,0.1197123,2.3222961,1.9582736,0.34677967,-1.2215886,0.022962911,0.8095944,0.6695301
0.48807657,1.363248,1.0558618,0.1906778,2.7081387,-0.064806715,1.7269264,1.5124352,0.065497205,0.3061681,1.7173182,-1.0412478,-0.99709344,1.2168354,-0.027240133,-0.19442803,-0.20905392,0.45088705,-0.08927946,1.3691568,-0.12127876,0.16579536,0.09647636,0.8230042,2.1069517,1.5223788,0.0093418155,0.2074742,0.60592574,0.44591647,-1.2625215,-0.076914355,-0.45904532,1.606042,-2.3225567,0.74904066,-0.48112938,-1.375908,0.34301582,-0.3664984,0.21910253,0.8858494,0.12357657,0.32339975,0.91760826,0.84287393,-3.4963367,-0.25548896,-0.2019424,0.29036406
