0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.15701647,-0.8022693,0.05550964,2.2151191,-3.1979454,1.7452389,2.1409492,2.0218923,2.581585,1.2092487,0.7259704,0.49199829,0.23397936,-1.48614,0.63760763,2.0398293,1.5401312,2.2079265,0.106612764,1.1990497,0.83181936,3.2146735,1.6972672,1.424546,0.36411875,1.5972344,4.471883,1.775595,-0.7623638,2.5817327,2.2862954,1.17557,0.078611955,1.5285982,3.261297,1.5841758,3.3701673,0.1001798,1.3148944,2.9709911,0.99175674,-0.044137694,2.0464873,0.25532952,2.0845323,0.6333766,0.73721987,2.4517748,2.7517622,-0.21628284
-0.038901433,0.016791768,-0.6610081,1.3630843,-2.3531964,1.9478052,2.1072223,0.49006292,3.3558517,1.7228012,1.4642032,1.7620283,1.6678834,-1.3290305,0.7600347,1.9851639,2.6325886,2.8924286,0.98821235,0.67081004,0.7625196,2.9748542,1.7843158,0.9062695,0.22414023,1.1195023,4.390643,1.7030915,0.16997254,3.0449,2.415645,2.0018082,-1.2511967,1.0029361,2.6943457,2.1461556,3.9225156,0.31510532,2.159729,1.7201295,1.5118599,1.7852857,2.2749505,0.5990932,1.5417868,0.25732338,1.7575556,2.2017384,2.716702,-0.07077802
0.45692927,1.6628027,-1.1069227,-0.42668328,-0.86867976,1.0732334,1.3538313,0.21788163,1.6587003,0.52674973,1.3236302,0.28428206,-0.64666843,-1.6541115,0.51016474,1.1570703,0.32669327,0.32698515,-0.3015507,0.12797801,0.6554783,1.5116628,1.094737,-0.10055836,1.5823818,0.62110424,2.5083203,2.103241,-0.35298714,1.263966,0.8640417,1.248062,-0.7547588,0.94552785,1.1528676,0.360629,2.3359668,-1.0306165,1.2957166,1.107471,0.43414226,0.84019625,1.3029039,0.8741059,0.45961943,0.1806446,0.25434992,1.4054261,1.7650461,-0.90060717
-0.031298697,2.1910667,-0.83277655,-1.2930801,0.2557395,2.085039,1.9988977,1.9447147,1.4186785,0.7247936,1.1985072,-0.28769603,1.9459401,-0.30073938,0.50258106,1.2049007,0.30240393,-0.2757867,-0.15519303,0.82882655,1.1846374,1.361898,1.0629787,0.054077916,2.1467054,-0.20523342,0.61419487,1.692793,1.3506593,0.56208473,1.0417229,0.89396846,-0.258273,0.6526118,0.6295532,1.2075394,1.7252997,0.1927623,1.4935435,0.7036993,0.46079776,0.63188756,1.2788988,0.41880825,-0.3620316,-0.18180576,-0.0107479235,1.8028647,1.0033188,0.28660676
0.876084,2.9124022,-0.094664186,-1.2605345,1.4574254,2.06816,2.1315467,1.544219,0.5613291,0.2827558,1.7405083,1.5403391,0.9943842,0.21290475,0.31152788,1.0415897,0.5733386,-0.21639994,0.5338767,1.3110815,2.0020113,1.1881213,1.2262943,-0.013875421,2.489218,0.15451603,-0.88230103,1.7779855,1.0220186,0.46226382,0.2574593,1.6892213,0.86299056,0.94709104,0.29308313,1.355986,0.97098213,0.89707065,1.8385094,1.193316,0.89394456,0.9982353,1.31498,1.2870924,-0.22602004,0.11400421,1.1407465,0.56288606,0.80906653,0.70235926
0.21005848,3.7791529,0.03339636,-0.96126676,1.957529,1.9214342,1.9312807,0.68703544,0.568587,0.28949568,0.80453944,1.2290748,1.7396222,0.7078106,0.59685236,1.1871278,1.545177,-0.25508472,0.87508994,2.0376463,2.1714036,1.1147393,1.1170212,-0.25560278,3.0158792,0.22001842,-0.6412303,1.7387949,1.8282162,-0.70638925,1.4563366,1.175547,0.34727088,0.5934939,-0.5471257,1.2617944,0.77478063,0.0075039715,2.109026,0.4165431,1.0491606,0.555225,1.4935942,1.4429934,0.07878117,0.098356105,0.73165774,1.065865,0.862305,0.23200524
1.8497434,3.3196776,0.61689514,-0.45296597,2.7213485,1.8563855,2.7213714,1.9352553,0.2823881,0.82847357,1.0571634,2.2300453,1.9581255,1.8985915,0.5854109,1.3312984,1.1500784,0.024121413,0.48253915,1.9584316,2.1042604,1.7458707,0.49864203,0.6113648,3.152331,1.1610626,-0.5757321,1.3123391,1.0465919,1.0855105,1.4234612,1.8921754,1.5880221,0.8568737,1.3606204,2.1006117,0.9677591,1.8809768,2.5484238,1.548972,1.0908021,0.3806055,1.2601216,2.1598778,0.6652424,0.50543875,1.0328997,0.456155,0.89482355,0.3768157
-0.09259366,2.3204684,0.82619613,-0.89840084,3.577498,0.6509918,2.5760655,0.16986382,-0.88244677,-0.3972735,-1.2490795,1.4632682,0.91933364,0.7054825,0.4660907,0.18152179,-1.0859326,-1.371349,-0.24889867,1.8674821,2.0562794,2.420746,-1.3950518,1.1462679,2.05647,0.8250174,-1.2780839,0.79370975,0.68898296,-0.48261335,1.143211,1.0702232,-0.70968634,1.3566521,-0.42373627,-0.032426115,0.5409539,0.10358334,2.2370186,-0.28886133,-0.20286739,0.7452312,1.0493137,2.6790028,1.2277693,-0.20044315,-0.3295528,-0.4827103,0.9911932,0.6891077
-0.66626084,0.8129638,0.18623888,-1.5517853,3.1232057,0.070581876,1.9938843,0.26115334,-1.0990748,-0.84906614,-0.3032061,-1.2023572,-1.8393518,0.08700872,-0.0763104,-0.30530104,-1.5209124,-1.5594525,-0.29331693,0.8441248,1.3038225,1.9610528,-2.2788188,1.0197569,1.3161236,0.7255529,-1.8027042,-0.78187245,-0.20319213,-1.477924,1.0839608,-0.066901475,-1.6116067,1.6708596,-1.9536202,-0.66111594,0.81061864,-0.9523447,1.774692,-1.2282122,-1.0179148,-0.12536775,0.46765274,2.2257736,0.85449135,-0.8163869,-1.2419033,-0.9664337,0.87932444,-0.0039582346
0.22707492,-0.09533317,1.1366389,-1.2756715,3.0184078,-0.49444333,2.2586737,-1.0901265,-0.66016877,-1.645523,-1.0696766,-1.563654,-2.2986696,-0.032011118,-0.10366033,-1.0433068,-2.0265367,-1.0197935,-0.16363023,0.7733278,1.1591852,1.6024262,-0.7284558,1.8884339,0.26374352,1.0972497,-1.0708188,-0.81623846,-0.41891205,-0.08409106,1.2453878,0.9086279,-0.9889614,2.175971,-1.6118728,-1.9861667,1.0479002,-0.40415886,0.62533396,-0.51787204,-0.39199677,0.6008946,0.78090644,1.6186218,1.8869419,-0.93843395,-1.5629897,-0.37888283,1.0551742,0.149385
